goog,330,335,440404049,3/25/2010
goog,330,335,440404049,3/26/2010
goog,330,335,440404049,3/27/2010
goog,330,335,440404049,3/28/2010
goog,330,335,440404049,3/29/2010
goog,330,335,440404049,3/30/2010
goog,330,335,440404049,3/31/2010
goog,330,335,440404049,4/1/2010
goog,330,335,440404049,4/2/2010
goog,330,335,440404049,4/3/2010
goog,330,335,440404049,4/4/2010
goog,330,335,440404049,4/5/2010
goog,330,335,440404049,4/6/2010
goog,330,335,440404049,4/7/2010
goog,330,335,440404049,4/8/2010
goog,330,335,440404049,4/9/2010
goog,330,335,440404049,4/10/2010
goog,330,335,440404049,4/11/2010
goog,330,335,440404049,4/12/2010
goog,330,335,440404049,4/13/2010
goog,330,335,440404049,4/14/2010
goog,330,335,440404049,4/15/2010
goog,330,335,440404049,4/16/2010
goog,330,335,440404049,4/17/2010
goog,330,335,440404049,4/18/2010
goog,330,335,440404049,4/19/2010
goog,330,335,440404049,4/20/2010
goog,330,335,440404049,4/21/2010
goog,330,335,440404049,4/22/2010
goog,330,335,440404049,4/23/2010
goog,330,335,440404049,4/24/2010
goog,330,335,440404049,4/25/2010
goog,330,335,440404049,4/26/2010
goog,330,335,440404049,4/27/2010
goog,330,335,440404049,4/28/2010
goog,330,335,440404049,4/29/2010
goog,330,335,440404049,4/30/2010
goog,330,335,440404049,5/1/2010
goog,330,335,440404049,5/2/2010
goog,330,335,440404049,5/3/2010
goog,330,335,440404049,5/4/2010
goog,330,335,440404049,5/5/2010
goog,330,335,440404049,5/6/2010
goog,330,335,440404049,5/7/2010
goog,330,335,440404049,5/8/2010
goog,330,335,440404049,5/9/2010
goog,330,335,440404049,5/10/2010
goog,330,335,440404049,5/11/2010
goog,330,335,440404049,5/12/2010
goog,330,335,440404049,5/13/2010
goog,330,335,440404049,5/14/2010
goog,330,335,440404049,5/15/2010
goog,330,335,440404049,5/16/2010
goog,330,335,440404049,5/17/2010
goog,330,335,440404049,5/18/2010
goog,330,335,440404049,5/19/2010
goog,330,335,440404049,5/20/2010
goog,330,335,440404049,5/21/2010
goog,330,335,440404049,5/22/2010
goog,330,335,440404049,5/23/2010
goog,330,335,440404049,5/24/2010
goog,330,335,440404049,5/25/2010
goog,330,335,440404049,5/26/2010
goog,330,335,440404049,5/27/2010
goog,330,335,440404049,5/28/2010
goog,330,335,440404049,5/29/2010
goog,330,335,440404049,5/30/2010
goog,330,335,440404049,5/31/2010
goog,330,335,440404049,6/1/2010
goog,330,335,440404049,6/2/2010
goog,330,335,440404049,6/3/2010
goog,330,335,440404049,6/4/2010
goog,330,335,440404049,6/5/2010
goog,330,335,440404049,6/6/2010
goog,330,335,440404049,6/7/2010
goog,330,335,440404049,6/8/2010
goog,330,335,440404049,6/9/2010
goog,330,335,440404049,6/10/2010
goog,330,335,440404049,6/11/2010
goog,330,335,440404049,6/12/2010
goog,330,335,440404049,6/13/2010
goog,330,335,440404049,6/14/2010
goog,330,335,440404049,6/15/2010
goog,330,335,440404049,6/16/2010
goog,330,335,440404049,6/17/2010
goog,330,335,440404049,6/18/2010
goog,330,335,440404049,6/19/2010
goog,330,335,440404049,6/20/2010
goog,330,335,440404049,6/21/2010
goog,330,335,440404049,6/22/2010
goog,330,335,440404049,6/23/2010
goog,330,335,440404049,6/24/2010
goog,330,335,440404049,6/25/2010
goog,330,335,440404049,6/26/2010
goog,330,335,440404049,6/27/2010
goog,330,335,440404049,6/28/2010
goog,330,335,440404049,6/29/2010
goog,330,335,440404049,6/30/2010
goog,330,335,440404049,7/1/2010
goog,330,335,440404049,7/2/2010
goog,330,335,440404049,7/3/2010
goog,330,335,440404049,7/4/2010
goog,330,335,440404049,7/5/2010
goog,330,335,440404049,7/6/2010
goog,330,335,440404049,7/7/2010
goog,330,335,440404049,7/8/2010
goog,330,335,440404049,7/9/2010
goog,330,335,440404049,7/10/2010
goog,330,335,440404049,7/11/2010
goog,330,335,440404049,7/12/2010
goog,330,335,440404049,7/13/2010
goog,330,335,440404049,7/14/2010
goog,330,335,440404049,7/15/2010
goog,330,335,440404049,7/16/2010
goog,330,335,440404049,7/17/2010
goog,330,335,440404049,7/18/2010
goog,330,335,440404049,7/19/2010
goog,330,335,440404049,7/20/2010
goog,330,335,440404049,7/21/2010
goog,330,335,440404049,7/22/2010
goog,330,335,440404049,7/23/2010
goog,330,335,440404049,7/24/2010
goog,330,335,440404049,7/25/2010
goog,330,335,440404049,7/26/2010
goog,330,335,440404049,7/27/2010
goog,330,335,440404049,7/28/2010
goog,330,335,440404049,7/29/2010
goog,330,335,440404049,7/30/2010
goog,330,335,440404049,7/31/2010
goog,330,335,440404049,8/1/2010
goog,330,335,440404049,8/2/2010
goog,330,335,440404049,8/3/2010
goog,330,335,440404049,8/4/2010
goog,330,335,440404049,8/5/2010
goog,330,335,440404049,8/6/2010
goog,330,335,440404049,8/7/2010
goog,330,335,440404049,8/8/2010
goog,330,335,440404049,8/9/2010
goog,330,335,440404049,8/10/2010
goog,330,335,440404049,8/11/2010
goog,330,335,440404049,8/12/2010
goog,330,335,440404049,8/13/2010
goog,330,335,440404049,8/14/2010
goog,330,335,440404049,8/15/2010
goog,330,335,440404049,8/16/2010
goog,330,335,440404049,8/17/2010
goog,330,335,440404049,8/18/2010
goog,330,335,440404049,8/19/2010
goog,330,335,440404049,8/20/2010
goog,330,335,440404049,8/21/2010
goog,330,335,440404049,8/22/2010
goog,330,335,440404049,8/23/2010
goog,330,335,440404049,8/24/2010
goog,330,335,440404049,8/25/2010
goog,330,335,440404049,8/26/2010
goog,330,335,440404049,8/27/2010
goog,330,335,440404049,8/28/2010
goog,330,335,440404049,8/29/2010
goog,330,335,440404049,8/30/2010
goog,330,335,440404049,8/31/2010
goog,330,335,440404049,9/1/2010
goog,330,335,440404049,9/2/2010
